-2.0e0 -1.0e0 2.509e3 2.509e3
-1.833334e0 -1.0e0 1.9099594e3 1.9099594e3
-1.6666681e0 -1.0e0 1.4342763e3 1.4342763e3
-1.5000021e0 -1.0e0 1.062503e3 1.062503e3
-1.3333362e0 -1.0e0 7.7705318e2 7.7705318e2
-1.1666702e0 -1.0e0 5.6218286e2 5.6218286e2
-1.0000043e0 -1.0e0 4.0400368e2 4.0400368e2
-8.333383e-1 -1.0e0 2.9047829e2 2.9047829e2
-6.666723e-1 -1.0e0 2.1142189e2 2.1142189e2
-5.000063e-1 -1.0e0 1.5850154e2 1.5850154e2
-3.333403e-1 -1.0e0 1.2523558e2 1.2523558e2
-1.666743e-1 -1.0e0 1.0699437e2 1.0699437e2
-8.3e-6 -1.0e0 1.0100002e2 1.0100002e2
1.6665771e-1 -1.0e0 1.0632632e2 1.0632632e2
3.3332372e-1 -1.0e0 1.2389995e2 1.2389995e2
4.9998972e-1 -1.0e0 1.564974e2 1.564974e2
6.6665572e-1 -1.0e0 2.0874911e2 2.0874911e2
8.3332172e-1 -1.0e0 2.8713516e2 2.8713516e2
9.9998772e-1 -1.0e0 3.9999023e2 3.9999023e2
1.16665372e0 -1.0e0 5.5749802e2 5.5749802e2
1.3333197e0 -1.0e0 7.716945e2 7.716945e2
1.4999857e0 -1.0e0 1.0564725e3 1.0564725e3
1.6666516e0 -1.0e0 1.4275668e3 1.4275668e3
1.8333176e0 -1.0e0 1.9025726e3 1.9025726e3
1.9999835e0 -1.0e0 2.5009328e3 2.5009328e3

-2.0e0 -8.333339e-1 2.3451114e3 2.3451114e3
-1.833334e0 -8.333339e-1 1.7673676e3 1.7673676e3
-1.6666681e0 -8.333339e-1 1.3111287e3 1.3111287e3
-1.5000021e0 -8.333339e-1 9.5694794e2 9.5694794e2
-1.3333362e0 -8.333339e-1 6.8723872e2 6.8723872e2
-1.1666702e0 -8.333339e-1 4.8625711e2 4.8625711e2
-1.0000043e0 -8.333339e-1 3.4011482e2 3.4011482e2
-8.333383e-1 -8.333339e-1 2.3677422e2 2.3677422e2
-6.666723e-1 -8.333339e-1 1.6605156e2 1.6605156e2
-5.000063e-1 -8.333339e-1 1.1961269e2 1.1961269e2
-3.333403e-1 -8.333339e-1 9.0976299e1 9.0976299e1
-1.666743e-1 -8.333339e-1 7.5512894e1 7.5512894e1
-8.3e-6 -8.333339e-1 7.044455e1 7.044455e1
